event_id,customer_id,event_date,days_since_signup,feature,signup_device
PE00427,CUST00166,2020-01-30,1,첫주문,모바일웹
PE00428,CUST00166,2020-02-13,15,장바구니담기,모바일웹
PE00429,CUST00166,2020-02-14,16,앱푸시동의,모바일웹
PE00430,CUST00166,2020-02-18,20,쿠폰다운로드,모바일웹
PE00431,CUST00166,2020-02-22,24,자동결제등록,모바일웹
PE00432,CUST00167,2024-01-23,4,첫주문,PC웹
PE00433,CUST00167,2024-01-27,8,장바구니담기,PC웹
PE00434,CUST00167,2024-02-13,25,리뷰작성,PC웹
PE00435,CUST00168,2022-11-24,0,첫주문,모바일앱
PE00436,CUST00168,2022-11-24,0,리뷰작성,모바일앱
PE00437,CUST00168,2022-12-01,7,쿠폰다운로드,모바일앱
PE00438,CUST00168,2022-12-01,7,자동결제등록,모바일앱
PE00439,CUST00168,2022-12-14,20,장바구니담기,모바일앱
PE00440,CUST00169,2024-11-02,1,첫주문,PC웹
PE00441,CUST00169,2024-11-20,19,쿠폰다운로드,PC웹
PE00442,CUST00169,2024-11-28,27,리뷰작성,PC웹
PE00443,CUST00170,2020-04-11,6,첫주문,모바일웹
PE00444,CUST00171,2022-11-13,3,첫주문,모바일웹
PE00445,CUST00171,2022-11-17,7,앱푸시동의,모바일웹
PE00446,CUST00171,2022-11-28,18,위시리스트추가,모바일웹
PE00447,CUST00171,2022-12-06,26,리뷰작성,모바일웹
PE00448,CUST00171,2022-12-09,29,앱푸시동의,모바일웹
PE00449,CUST00172,2025-02-17,0,첫주문,PC웹
PE00450,CUST00172,2025-02-25,8,자동결제등록,PC웹
PE00451,CUST00173,2022-11-13,4,첫주문,모바일앱
PE00452,CUST00173,2022-12-03,24,위시리스트추가,모바일앱
PE00453,CUST00174,2020-04-22,3,첫주문,모바일앱
PE00454,CUST00174,2020-04-29,10,위시리스트추가,모바일앱
PE00455,CUST00174,2020-05-12,23,앱푸시동의,모바일앱
PE00456,CUST00174,2020-05-15,26,장바구니담기,모바일앱
PE00457,CUST00176,2021-11-14,24,첫주문,모바일웹
PE00458,CUST00177,2021-06-13,1,첫주문,모바일앱
PE00459,CUST00177,2021-06-21,9,쿠폰다운로드,모바일앱
PE00460,CUST00178,2024-08-04,2,쿠폰다운로드,모바일앱
PE00461,CUST00178,2024-08-06,4,첫주문,모바일앱
PE00462,CUST00178,2024-08-08,6,장바구니담기,모바일앱
PE00463,CUST00179,2025-06-30,3,첫주문,모바일웹
PE00464,CUST00179,2025-07-03,6,앱푸시동의,모바일웹
PE00465,CUST00179,2025-07-10,13,앱푸시동의,모바일웹
PE00466,CUST00179,2025-07-13,16,위시리스트추가,모바일웹
PE00467,CUST00179,2025-07-24,27,장바구니담기,모바일웹
PE00468,CUST00179,2025-07-25,28,위시리스트추가,모바일웹
PE00469,CUST00180,2024-03-07,0,장바구니담기,모바일앱
PE00470,CUST00180,2024-03-20,13,자동결제등록,모바일앱
PE00471,CUST00180,2024-03-21,14,쿠폰다운로드,모바일앱
PE00472,CUST00180,2024-03-29,22,첫주문,모바일앱
PE00473,CUST00180,2024-03-29,22,앱푸시동의,모바일앱
PE00474,CUST00180,2024-03-31,24,장바구니담기,모바일앱
PE00475,CUST00181,2021-12-27,1,첫주문,모바일앱
PE00476,CUST00181,2022-01-07,12,장바구니담기,모바일앱
PE00477,CUST00182,2025-05-10,3,첫주문,모바일앱
PE00478,CUST00182,2025-06-02,26,쿠폰다운로드,모바일앱
PE00479,CUST00182,2025-06-03,27,위시리스트추가,모바일앱
PE00480,CUST00183,2021-09-01,6,첫주문,모바일웹
PE00481,CUST00184,2021-04-28,3,장바구니담기,모바일웹
PE00482,CUST00184,2021-05-01,6,첫주문,모바일웹
PE00483,CUST00184,2021-05-01,6,장바구니담기,모바일웹
PE00484,CUST00184,2021-05-12,17,자동결제등록,모바일웹
PE00485,CUST00184,2021-05-24,29,장바구니담기,모바일웹
PE00486,CUST00185,2020-11-03,3,첫주문,모바일웹
PE00487,CUST00185,2020-11-15,15,위시리스트추가,모바일웹
PE00488,CUST00185,2020-11-15,15,자동결제등록,모바일웹
PE00489,CUST00185,2020-11-18,18,리뷰작성,모바일웹
PE00490,CUST00185,2020-11-22,22,자동결제등록,모바일웹
PE00491,CUST00185,2020-11-24,24,앱푸시동의,모바일웹
PE00492,CUST00185,2020-11-25,25,위시리스트추가,모바일웹
PE00493,CUST00185,2020-11-26,26,장바구니담기,모바일웹
PE00494,CUST00186,2023-02-25,5,첫주문,PC웹
PE00495,CUST00186,2023-03-04,12,쿠폰다운로드,PC웹
PE00496,CUST00187,2020-10-03,6,첫주문,모바일웹
PE00497,CUST00188,2020-01-08,0,첫주문,PC웹
PE00498,CUST00188,2020-01-19,11,위시리스트추가,PC웹
PE00499,CUST00188,2020-01-24,16,쿠폰다운로드,PC웹
PE00500,CUST00188,2020-02-04,27,쿠폰다운로드,PC웹
PE00501,CUST00189,2023-04-05,1,첫주문,모바일웹
PE00502,CUST00189,2023-04-08,4,위시리스트추가,모바일웹
PE00503,CUST00190,2019-03-02,2,첫주문,모바일앱
PE00504,CUST00190,2019-03-12,12,앱푸시동의,모바일앱
PE00505,CUST00190,2019-03-15,15,위시리스트추가,모바일앱
PE00506,CUST00192,2019-10-09,8,자동결제등록,모바일앱
PE00507,CUST00192,2019-10-17,16,리뷰작성,모바일앱
PE00508,CUST00193,2019-09-11,9,위시리스트추가,모바일앱
PE00509,CUST00193,2019-09-20,18,앱푸시동의,모바일앱
PE00510,CUST00193,2019-09-21,19,자동결제등록,모바일앱
PE00511,CUST00193,2019-09-25,23,쿠폰다운로드,모바일앱
PE00512,CUST00194,2023-05-09,3,첫주문,PC웹
PE00513,CUST00194,2023-05-09,3,자동결제등록,PC웹
PE00514,CUST00194,2023-05-17,11,쿠폰다운로드,PC웹
PE00515,CUST00195,2019-11-16,0,첫주문,모바일웹
PE00516,CUST00195,2019-11-18,2,위시리스트추가,모바일웹
PE00517,CUST00195,2019-11-24,8,리뷰작성,모바일웹
PE00518,CUST00195,2019-11-29,13,쿠폰다운로드,모바일웹
PE00519,CUST00195,2019-12-07,21,리뷰작성,모바일웹
PE00520,CUST00196,2025-08-02,4,첫주문,모바일앱
PE00521,CUST00196,2025-08-06,8,위시리스트추가,모바일앱
PE00522,CUST00196,2025-08-07,9,위시리스트추가,모바일앱
PE00523,CUST00196,2025-08-15,17,앱푸시동의,모바일앱
PE00524,CUST00196,2025-08-24,26,쿠폰다운로드,모바일앱
PE00525,CUST00197,2020-04-14,0,위시리스트추가,모바일앱
PE00526,CUST00197,2020-04-15,1,장바구니담기,모바일앱
PE00527,CUST00197,2020-04-18,4,첫주문,모바일앱
PE00528,CUST00197,2020-04-26,12,쿠폰다운로드,모바일앱
PE00529,CUST00198,2019-06-26,2,첫주문,모바일앱
PE00530,CUST00198,2019-06-28,4,리뷰작성,모바일앱
PE00531,CUST00198,2019-07-02,8,앱푸시동의,모바일앱
PE00532,CUST00198,2019-07-13,19,앱푸시동의,모바일앱
PE00533,CUST00198,2019-07-23,29,앱푸시동의,모바일앱
PE00534,CUST00199,2022-02-25,6,쿠폰다운로드,모바일웹
PE00535,CUST00199,2022-03-03,12,첫주문,모바일웹
PE00536,CUST00199,2022-03-18,27,자동결제등록,모바일웹
PE00537,CUST00200,2022-12-09,1,첫주문,모바일앱
PE00538,CUST00200,2022-12-12,4,앱푸시동의,모바일앱
PE00539,CUST00200,2022-12-14,6,앱푸시동의,모바일앱
PE00540,CUST00201,2024-03-08,14,리뷰작성,PC웹
PE00541,CUST00201,2024-03-22,28,자동결제등록,PC웹
PE00542,CUST00202,2023-04-21,4,첫주문,모바일앱
PE00543,CUST00202,2023-05-14,27,위시리스트추가,모바일앱
PE00544,CUST00203,2023-06-13,0,쿠폰다운로드,모바일웹
PE00545,CUST00203,2023-06-13,0,리뷰작성,모바일웹
PE00546,CUST00203,2023-06-16,3,첫주문,모바일웹
PE00547,CUST00203,2023-06-16,3,쿠폰다운로드,모바일웹
PE00548,CUST00203,2023-06-28,15,앱푸시동의,모바일웹
PE00549,CUST00203,2023-06-30,17,위시리스트추가,모바일웹
PE00550,CUST00203,2023-07-04,21,리뷰작성,모바일웹
PE00551,CUST00204,2025-08-04,1,장바구니담기,모바일웹
PE00552,CUST00204,2025-08-07,4,첫주문,모바일웹
PE00553,CUST00204,2025-08-18,15,쿠폰다운로드,모바일웹
PE00554,CUST00204,2025-08-29,26,쿠폰다운로드,모바일웹
PE00555,CUST00205,2024-10-08,0,첫주문,PC웹
PE00556,CUST00205,2024-10-18,10,쿠폰다운로드,PC웹
PE00557,CUST00206,2021-08-26,5,첫주문,모바일앱
PE00558,CUST00206,2021-09-11,21,장바구니담기,모바일앱
PE00559,CUST00206,2021-09-12,22,위시리스트추가,모바일앱
PE00560,CUST00206,2021-09-15,25,장바구니담기,모바일앱
PE00561,CUST00207,2023-10-03,0,자동결제등록,PC웹
PE00562,CUST00207,2023-10-06,3,첫주문,PC웹
PE00563,CUST00207,2023-10-11,8,자동결제등록,PC웹
PE00564,CUST00207,2023-10-13,10,자동결제등록,PC웹
PE00565,CUST00207,2023-10-20,17,장바구니담기,PC웹
PE00566,CUST00207,2023-10-24,21,위시리스트추가,PC웹
PE00567,CUST00207,2023-11-01,29,쿠폰다운로드,PC웹
PE00568,CUST00207,2023-11-01,29,자동결제등록,PC웹
PE00569,CUST00208,2024-07-05,5,첫주문,모바일앱
PE00570,CUST00208,2024-07-17,17,쿠폰다운로드,모바일앱
PE00571,CUST00209,2021-12-02,5,첫주문,PC웹
PE00572,CUST00209,2021-12-03,6,장바구니담기,PC웹
PE00573,CUST00209,2021-12-12,15,장바구니담기,PC웹
PE00574,CUST00209,2021-12-20,23,쿠폰다운로드,PC웹
PE00575,CUST00210,2019-09-01,4,첫주문,모바일앱
PE00576,CUST00210,2019-09-02,5,장바구니담기,모바일앱
PE00577,CUST00210,2019-09-07,10,쿠폰다운로드,모바일앱
PE00578,CUST00210,2019-09-13,16,리뷰작성,모바일앱
PE00579,CUST00211,2022-03-18,2,첫주문,모바일웹
PE00580,CUST00211,2022-03-23,7,리뷰작성,모바일웹
PE00581,CUST00212,2022-02-08,3,앱푸시동의,모바일웹
PE00582,CUST00212,2022-02-12,7,첫주문,모바일웹
PE00583,CUST00212,2022-02-14,9,쿠폰다운로드,모바일웹
PE00584,CUST00213,2023-07-18,0,리뷰작성,PC웹
PE00585,CUST00213,2023-07-19,1,첫주문,PC웹
PE00586,CUST00213,2023-07-26,8,앱푸시동의,PC웹
PE00587,CUST00214,2025-07-22,4,첫주문,모바일앱
PE00588,CUST00214,2025-07-23,5,위시리스트추가,모바일앱
PE00589,CUST00214,2025-08-16,29,장바구니담기,모바일앱
PE00590,CUST00215,2020-03-07,2,장바구니담기,모바일앱
PE00591,CUST00215,2020-03-09,4,첫주문,모바일앱
PE00592,CUST00215,2020-03-10,5,자동결제등록,모바일앱
PE00593,CUST00216,2025-01-21,2,앱푸시동의,모바일앱
PE00594,CUST00216,2025-02-03,15,장바구니담기,모바일앱
PE00595,CUST00216,2025-02-05,17,위시리스트추가,모바일앱
PE00596,CUST00216,2025-02-16,28,리뷰작성,모바일앱
PE00597,CUST00217,2022-11-03,7,쿠폰다운로드,PC웹
PE00598,CUST00218,2021-12-22,0,장바구니담기,모바일웹
PE00599,CUST00218,2021-12-28,6,첫주문,모바일웹
PE00600,CUST00218,2021-12-30,8,위시리스트추가,모바일웹
PE00601,CUST00219,2022-04-14,0,첫주문,모바일앱
PE00602,CUST00219,2022-04-18,4,앱푸시동의,모바일앱
PE00603,CUST00219,2022-04-28,14,위시리스트추가,모바일앱
PE00604,CUST00220,2025-09-27,3,첫주문,모바일앱
PE00605,CUST00220,2025-10-08,14,자동결제등록,모바일앱
PE00606,CUST00220,2025-10-11,17,자동결제등록,모바일앱
PE00607,CUST00221,2025-06-17,2,첫주문,모바일웹
PE00608,CUST00221,2025-06-29,14,자동결제등록,모바일웹
PE00609,CUST00221,2025-07-14,29,리뷰작성,모바일웹
PE00610,CUST00223,2020-01-14,0,첫주문,모바일웹
PE00611,CUST00223,2020-01-20,6,자동결제등록,모바일웹
PE00612,CUST00223,2020-01-27,13,리뷰작성,모바일웹
PE00613,CUST00223,2020-01-31,17,리뷰작성,모바일웹
PE00614,CUST00223,2020-02-07,24,위시리스트추가,모바일웹
PE00615,CUST00225,2022-01-05,4,첫주문,PC웹
PE00616,CUST00225,2022-01-07,6,위시리스트추가,PC웹
PE00617,CUST00225,2022-01-24,23,쿠폰다운로드,PC웹
PE00618,CUST00225,2022-01-28,27,장바구니담기,PC웹
PE00619,CUST00226,2022-01-29,4,첫주문,PC웹
PE00620,CUST00226,2022-02-09,15,리뷰작성,PC웹
PE00621,CUST00226,2022-02-15,21,리뷰작성,PC웹
PE00622,CUST00227,2022-03-08,3,쿠폰다운로드,모바일웹
PE00623,CUST00227,2022-03-11,6,첫주문,모바일웹
PE00624,CUST00227,2022-03-16,11,리뷰작성,모바일웹
PE00625,CUST00227,2022-03-22,17,장바구니담기,모바일웹
PE00626,CUST00227,2022-04-03,29,쿠폰다운로드,모바일웹
PE00627,CUST00228,2025-03-29,2,쿠폰다운로드,모바일앱
PE00628,CUST00228,2025-03-30,3,리뷰작성,모바일앱
PE00629,CUST00228,2025-04-25,29,첫주문,모바일앱
PE00630,CUST00229,2021-11-18,1,위시리스트추가,PC웹
PE00631,CUST00229,2021-11-21,4,첫주문,PC웹
PE00632,CUST00229,2021-12-05,18,위시리스트추가,PC웹
PE00633,CUST00229,2021-12-15,28,장바구니담기,PC웹
PE00634,CUST00230,2025-12-09,13,리뷰작성,모바일앱
PE00635,CUST00231,2019-06-06,26,첫주문,모바일앱
PE00636,CUST00231,2019-06-06,26,앱푸시동의,모바일앱
PE00637,CUST00232,2021-02-28,2,리뷰작성,모바일웹
PE00638,CUST00232,2021-03-01,3,첫주문,모바일웹
PE00639,CUST00232,2021-03-15,17,앱푸시동의,모바일웹
PE00640,CUST00233,2021-05-02,4,첫주문,모바일앱
PE00641,CUST00233,2021-05-24,26,자동결제등록,모바일앱
PE00642,CUST00235,2025-10-31,6,첫주문,모바일웹
PE00643,CUST00235,2025-11-08,14,자동결제등록,모바일웹
PE00644,CUST00235,2025-11-17,23,장바구니담기,모바일웹
PE00645,CUST00236,2021-07-15,14,위시리스트추가,모바일앱
PE00646,CUST00236,2021-07-25,24,장바구니담기,모바일앱
PE00647,CUST00237,2024-03-11,24,위시리스트추가,모바일웹
PE00648,CUST00237,2024-03-16,29,첫주문,모바일웹
PE00649,CUST00240,2020-02-01,4,첫주문,PC웹
PE00650,CUST00240,2020-02-08,11,위시리스트추가,PC웹
PE00651,CUST00240,2020-02-23,26,리뷰작성,PC웹
PE00652,CUST00242,2020-03-03,0,첫주문,모바일웹
PE00653,CUST00242,2020-03-09,6,리뷰작성,모바일웹
PE00654,CUST00242,2020-03-10,7,위시리스트추가,모바일웹
PE00655,CUST00242,2020-03-14,11,자동결제등록,모바일웹
PE00656,CUST00243,2019-03-23,1,앱푸시동의,PC웹
PE00657,CUST00243,2019-03-24,2,자동결제등록,PC웹
PE00658,CUST00243,2019-03-27,5,첫주문,PC웹
PE00659,CUST00243,2019-04-09,18,장바구니담기,PC웹
PE00660,CUST00244,2025-08-13,9,장바구니담기,모바일앱
PE00661,CUST00244,2025-08-13,9,위시리스트추가,모바일앱
PE00662,CUST00244,2025-08-17,13,장바구니담기,모바일앱
PE00663,CUST00244,2025-09-02,29,앱푸시동의,모바일앱
PE00664,CUST00245,2020-09-15,2,첫주문,모바일앱
PE00665,CUST00245,2020-09-18,5,장바구니담기,모바일앱
PE00666,CUST00246,2025-12-09,16,위시리스트추가,PC웹
PE00667,CUST00247,2021-06-22,1,첫주문,모바일앱
PE00668,CUST00247,2021-06-22,1,장바구니담기,모바일앱
PE00669,CUST00247,2021-07-05,14,장바구니담기,모바일앱
PE00670,CUST00247,2021-07-19,28,위시리스트추가,모바일앱
PE00671,CUST00248,2020-01-16,3,자동결제등록,PC웹
PE00672,CUST00248,2020-01-28,15,리뷰작성,PC웹
PE00673,CUST00249,2023-09-19,1,첫주문,모바일앱
PE00674,CUST00249,2023-09-20,2,리뷰작성,모바일앱
PE00675,CUST00249,2023-10-08,20,쿠폰다운로드,모바일앱
PE00676,CUST00249,2023-10-15,27,위시리스트추가,모바일앱
PE00677,CUST00249,2023-10-16,28,리뷰작성,모바일앱
PE00678,CUST00250,2021-09-13,26,위시리스트추가,모바일앱
PE00679,CUST00251,2021-09-11,0,첫주문,모바일앱
PE00680,CUST00251,2021-09-28,17,리뷰작성,모바일앱
PE00681,CUST00251,2021-10-02,21,위시리스트추가,모바일앱
PE00682,CUST00253,2023-06-02,4,첫주문,모바일앱
PE00683,CUST00253,2023-06-17,19,쿠폰다운로드,모바일앱
PE00684,CUST00253,2023-06-24,26,자동결제등록,모바일앱
PE00685,CUST00254,2023-06-05,4,앱푸시동의,모바일앱
PE00686,CUST00254,2023-06-07,6,쿠폰다운로드,모바일앱
PE00687,CUST00254,2023-06-12,11,첫주문,모바일앱
PE00688,CUST00254,2023-06-25,24,쿠폰다운로드,모바일앱
PE00689,CUST00256,2024-08-09,1,쿠폰다운로드,모바일웹
PE00690,CUST00257,2019-05-22,0,자동결제등록,모바일웹
PE00691,CUST00257,2019-06-05,14,장바구니담기,모바일웹
PE00692,CUST00257,2019-06-08,17,리뷰작성,모바일웹
PE00693,CUST00257,2019-06-09,18,첫주문,모바일웹
PE00694,CUST00258,2024-06-15,7,쿠폰다운로드,모바일앱
PE00695,CUST00259,2022-12-03,23,앱푸시동의,모바일웹
PE00696,CUST00260,2020-09-29,4,장바구니담기,모바일앱
PE00697,CUST00260,2020-10-04,9,장바구니담기,모바일앱
PE00698,CUST00260,2020-10-12,17,쿠폰다운로드,모바일앱
PE00699,CUST00261,2022-05-23,0,첫주문,PC웹
PE00700,CUST00262,2021-04-14,3,리뷰작성,모바일웹
PE00701,CUST00262,2021-04-17,6,앱푸시동의,모바일웹
PE00702,CUST00262,2021-05-10,29,장바구니담기,모바일웹
PE00703,CUST00263,2022-08-17,25,장바구니담기,모바일웹
PE00704,CUST00263,2022-08-19,27,첫주문,모바일웹
PE00705,CUST00264,2025-07-06,8,첫주문,모바일웹
PE00706,CUST00264,2025-07-06,8,앱푸시동의,모바일웹
PE00707,CUST00264,2025-07-15,17,위시리스트추가,모바일웹
PE00708,CUST00264,2025-07-17,19,앱푸시동의,모바일웹
PE00709,CUST00264,2025-07-24,26,장바구니담기,모바일웹
PE00710,CUST00265,2019-10-08,1,첫주문,모바일웹
PE00711,CUST00265,2019-10-23,16,쿠폰다운로드,모바일웹
PE00712,CUST00265,2019-10-24,17,앱푸시동의,모바일웹
PE00713,CUST00266,2019-06-11,4,첫주문,PC웹
PE00714,CUST00266,2019-06-30,23,장바구니담기,PC웹
PE00715,CUST00267,2020-02-26,5,첫주문,모바일앱
PE00716,CUST00267,2020-03-07,15,장바구니담기,모바일앱
PE00717,CUST00267,2020-03-14,22,자동결제등록,모바일앱
PE00718,CUST00268,2023-11-07,0,첫주문,모바일앱
PE00719,CUST00268,2023-11-15,8,자동결제등록,모바일앱
PE00720,CUST00268,2023-12-01,24,위시리스트추가,모바일앱
PE00721,CUST00269,2025-07-06,4,첫주문,모바일웹
PE00722,CUST00270,2025-10-08,3,리뷰작성,모바일앱
PE00723,CUST00270,2025-10-11,6,첫주문,모바일앱
PE00724,CUST00270,2025-10-14,9,리뷰작성,모바일앱
PE00725,CUST00270,2025-10-31,26,앱푸시동의,모바일앱
PE00726,CUST00271,2023-04-06,3,첫주문,모바일앱
PE00727,CUST00271,2023-04-16,13,리뷰작성,모바일앱
PE00728,CUST00271,2023-04-21,18,리뷰작성,모바일앱
PE00729,CUST00272,2022-11-22,2,첫주문,모바일웹
PE00730,CUST00272,2022-11-23,3,자동결제등록,모바일웹
PE00731,CUST00272,2022-11-27,7,앱푸시동의,모바일웹
PE00732,CUST00272,2022-12-11,21,리뷰작성,모바일웹
PE00733,CUST00273,2022-05-05,0,앱푸시동의,모바일앱
PE00734,CUST00273,2022-05-09,4,첫주문,모바일앱
PE00735,CUST00274,2023-03-03,1,리뷰작성,모바일앱
PE00736,CUST00274,2023-03-06,4,첫주문,모바일앱
PE00737,CUST00274,2023-03-08,6,자동결제등록,모바일앱
PE00738,CUST00275,2024-09-25,1,첫주문,모바일앱
PE00739,CUST00275,2024-09-26,2,리뷰작성,모바일앱
PE00740,CUST00275,2024-10-14,20,위시리스트추가,모바일앱
PE00741,CUST00275,2024-10-18,24,앱푸시동의,모바일앱
PE00742,CUST00275,2024-10-20,26,리뷰작성,모바일앱
PE00743,CUST00276,2023-01-16,2,첫주문,모바일웹
PE00744,CUST00276,2023-01-21,7,앱푸시동의,모바일웹
PE00745,CUST00277,2024-05-15,7,첫주문,모바일앱
PE00746,CUST00278,2023-11-17,3,위시리스트추가,모바일웹
PE00747,CUST00278,2023-12-03,19,위시리스트추가,모바일웹
PE00748,CUST00278,2023-12-07,23,자동결제등록,모바일웹
PE00749,CUST00278,2023-12-13,29,앱푸시동의,모바일웹
PE00750,CUST00280,2025-01-02,1,첫주문,모바일앱
PE00751,CUST00280,2025-01-05,4,쿠폰다운로드,모바일앱
PE00752,CUST00280,2025-01-14,13,앱푸시동의,모바일앱
PE00753,CUST00281,2022-03-18,2,위시리스트추가,모바일앱
PE00754,CUST00281,2022-03-21,5,첫주문,모바일앱
PE00755,CUST00281,2022-04-02,17,앱푸시동의,모바일앱
PE00756,CUST00282,2022-01-07,2,첫주문,모바일웹
PE00757,CUST00282,2022-01-07,2,장바구니담기,모바일웹
PE00758,CUST00283,2023-10-14,14,리뷰작성,PC웹
PE00759,CUST00283,2023-10-16,16,장바구니담기,PC웹
PE00760,CUST00283,2023-10-18,18,첫주문,PC웹
PE00761,CUST00283,2023-10-27,27,앱푸시동의,PC웹
PE00762,CUST00283,2023-10-28,28,리뷰작성,PC웹
PE00763,CUST00284,2023-02-03,4,첫주문,모바일앱
PE00764,CUST00284,2023-02-03,4,앱푸시동의,모바일앱
PE00765,CUST00285,2022-05-11,1,첫주문,모바일앱
PE00766,CUST00285,2022-06-03,24,위시리스트추가,모바일앱
PE00767,CUST00286,2022-10-06,0,첫주문,PC웹
PE00768,CUST00286,2022-10-08,2,쿠폰다운로드,PC웹
PE00769,CUST00286,2022-11-04,29,앱푸시동의,PC웹
PE00770,CUST00287,2023-10-16,3,장바구니담기,모바일앱
PE00771,CUST00287,2023-11-08,26,앱푸시동의,모바일앱
PE00772,CUST00288,2019-06-17,10,리뷰작성,모바일앱
PE00773,CUST00288,2019-07-05,28,첫주문,모바일앱
PE00774,CUST00289,2025-02-06,0,첫주문,모바일웹
PE00775,CUST00289,2025-02-24,18,장바구니담기,모바일웹
PE00776,CUST00289,2025-02-28,22,앱푸시동의,모바일웹
PE00777,CUST00290,2024-07-27,6,첫주문,PC웹
PE00778,CUST00290,2024-08-07,17,앱푸시동의,PC웹
PE00779,CUST00291,2021-06-07,2,첫주문,모바일웹
PE00780,CUST00291,2021-06-18,13,앱푸시동의,모바일웹
PE00781,CUST00291,2021-06-23,18,앱푸시동의,모바일웹
PE00782,CUST00291,2021-06-28,23,쿠폰다운로드,모바일웹
PE00783,CUST00292,2022-07-23,1,첫주문,모바일앱
PE00784,CUST00292,2022-07-27,5,쿠폰다운로드,모바일앱
PE00785,CUST00292,2022-08-15,24,위시리스트추가,모바일앱
PE00786,CUST00293,2020-08-15,14,리뷰작성,모바일앱
PE00787,CUST00293,2020-08-28,27,장바구니담기,모바일앱
PE00788,CUST00294,2021-06-03,0,첫주문,모바일앱
PE00789,CUST00294,2021-06-16,13,자동결제등록,모바일앱
PE00790,CUST00295,2020-08-24,2,리뷰작성,모바일웹
PE00791,CUST00295,2020-09-08,17,위시리스트추가,모바일웹
PE00792,CUST00295,2020-09-10,19,앱푸시동의,모바일웹
PE00793,CUST00296,2019-02-17,4,첫주문,PC웹
PE00794,CUST00296,2019-02-28,15,앱푸시동의,PC웹
PE00795,CUST00297,2023-05-21,1,첫주문,모바일앱
PE00796,CUST00297,2023-06-04,15,장바구니담기,모바일앱
PE00797,CUST00298,2021-10-03,1,장바구니담기,PC웹
PE00798,CUST00298,2021-10-06,4,첫주문,PC웹
PE00799,CUST00298,2021-10-08,6,위시리스트추가,PC웹
PE00800,CUST00300,2024-09-06,1,자동결제등록,모바일웹
PE00801,CUST00300,2024-09-09,4,첫주문,모바일웹
PE00802,CUST00300,2024-10-04,29,장바구니담기,모바일웹
PE00803,CUST00301,2024-11-15,1,첫주문,PC웹
PE00804,CUST00301,2024-11-19,5,쿠폰다운로드,PC웹
PE00805,CUST00301,2024-11-24,10,위시리스트추가,PC웹
PE00806,CUST00301,2024-11-29,15,위시리스트추가,PC웹
PE00807,CUST00301,2024-12-03,19,쿠폰다운로드,PC웹
PE00808,CUST00301,2024-12-07,23,자동결제등록,PC웹
PE00809,CUST00302,2023-01-29,4,장바구니담기,모바일앱
PE00810,CUST00302,2023-02-18,24,첫주문,모바일앱
PE00811,CUST00304,2022-10-28,9,첫주문,모바일앱
PE00812,CUST00305,2023-08-30,1,앱푸시동의,모바일웹
PE00813,CUST00305,2023-09-02,4,첫주문,모바일웹
PE00814,CUST00305,2023-09-03,5,장바구니담기,모바일웹
PE00815,CUST00305,2023-09-16,18,앱푸시동의,모바일웹
PE00816,CUST00306,2019-12-31,3,첫주문,모바일앱
PE00817,CUST00306,2020-01-15,18,자동결제등록,모바일앱
PE00818,CUST00306,2020-01-23,26,위시리스트추가,모바일앱
PE00819,CUST00307,2022-11-14,5,첫주문,모바일웹
PE00820,CUST00307,2022-12-06,27,앱푸시동의,모바일웹
PE00821,CUST00309,2023-12-05,3,첫주문,모바일앱
PE00822,CUST00309,2023-12-13,11,쿠폰다운로드,모바일앱
PE00823,CUST00310,2019-08-09,6,첫주문,모바일앱
PE00824,CUST00310,2019-08-28,25,앱푸시동의,모바일앱
PE00825,CUST00311,2025-07-11,4,위시리스트추가,모바일앱
PE00826,CUST00311,2025-07-13,6,첫주문,모바일앱
PE00827,CUST00311,2025-07-15,8,자동결제등록,모바일앱
PE00828,CUST00311,2025-07-20,13,자동결제등록,모바일앱
PE00829,CUST00311,2025-07-22,15,앱푸시동의,모바일앱
PE00830,CUST00311,2025-08-04,28,위시리스트추가,모바일앱
PE00831,CUST00313,2023-07-03,1,첫주문,모바일앱
PE00832,CUST00313,2023-07-17,15,위시리스트추가,모바일앱
PE00833,CUST00313,2023-07-25,23,위시리스트추가,모바일앱
PE00834,CUST00314,2024-09-25,2,첫주문,모바일앱
PE00835,CUST00314,2024-09-27,4,위시리스트추가,모바일앱
PE00836,CUST00315,2021-12-23,12,첫주문,PC웹
PE00837,CUST00315,2021-12-24,13,앱푸시동의,PC웹
PE00838,CUST00315,2021-12-30,19,리뷰작성,PC웹
PE00839,CUST00315,2022-01-08,28,위시리스트추가,PC웹
PE00840,CUST00317,2019-04-15,0,첫주문,모바일앱
PE00841,CUST00317,2019-05-06,21,위시리스트추가,모바일앱
PE00842,CUST00318,2021-01-02,4,첫주문,PC웹
PE00843,CUST00318,2021-01-18,20,앱푸시동의,PC웹
PE00844,CUST00319,2025-12-12,3,첫주문,모바일앱
PE00845,CUST00319,2025-12-14,5,앱푸시동의,모바일앱
PE00846,CUST00319,2025-12-15,6,위시리스트추가,모바일앱
PE00847,CUST00319,2025-12-24,15,쿠폰다운로드,모바일앱
PE00848,CUST00320,2020-11-17,0,첫주문,모바일앱
PE00849,CUST00320,2020-11-22,5,위시리스트추가,모바일앱
PE00850,CUST00320,2020-12-08,21,위시리스트추가,모바일앱
PE00851,CUST00321,2023-10-01,8,첫주문,모바일앱
