usage_id,customer_id,year_month,order_count,purchase_amount,cart_add_count,review_count,app_login_count
EU00518,CUST00389,2024-06,4,346432,10,3,10
EU00519,CUST00389,2024-07,1,127830,8,1,13
EU00520,CUST00389,2024-08,1,53035,8,1,16
EU00521,CUST00389,2024-09,2,135598,6,1,13
EU00522,CUST00389,2024-10,2,141140,3,2,4
EU00523,CUST00389,2024-11,0,0,1,0,8
EU00524,CUST00389,2024-12,2,26540,6,0,5
EU00525,CUST00198,2024-01,4,132736,9,1,12
EU00526,CUST00198,2024-02,2,247180,7,1,18
EU00527,CUST00198,2024-03,3,56853,12,0,4
EU00528,CUST00198,2024-04,3,313281,12,1,12
EU00529,CUST00198,2024-05,3,381888,9,0,12
EU00530,CUST00198,2024-06,4,598020,7,2,14
EU00531,CUST00198,2024-07,4,501456,6,1,8
EU00532,CUST00198,2024-08,2,76722,5,2,19
EU00533,CUST00198,2024-09,2,219234,7,0,13
EU00534,CUST00198,2024-10,2,273946,6,2,6
EU00535,CUST00198,2024-11,3,300912,12,0,3
EU00536,CUST00198,2024-12,2,290904,6,2,10
EU00537,CUST00348,2024-01,2,132770,5,2,11
EU00538,CUST00348,2024-02,2,248872,7,2,17
EU00539,CUST00348,2024-03,1,49493,5,1,10
EU00540,CUST00348,2024-04,1,41017,2,1,13
EU00541,CUST00348,2024-05,3,413307,7,3,13
EU00542,CUST00348,2024-06,0,0,0,0,11
EU00543,CUST00348,2024-07,6,72288,18,3,7
EU00544,CUST00348,2024-08,2,257232,4,0,11
EU00545,CUST00348,2024-09,0,0,0,0,15
EU00546,CUST00348,2024-10,0,0,0,0,13
EU00547,CUST00348,2024-11,4,463124,17,0,9
EU00548,CUST00348,2024-12,2,245626,2,0,17
EU00549,CUST00361,2024-01,3,201618,11,2,13
EU00550,CUST00361,2024-02,3,292989,14,1,1
EU00551,CUST00361,2024-03,1,16347,6,1,15
EU00552,CUST00361,2024-04,1,93127,6,1,3
EU00553,CUST00361,2024-05,1,61078,3,1,12
EU00554,CUST00361,2024-06,3,359982,13,0,12
EU00555,CUST00361,2024-07,0,0,4,0,8
EU00556,CUST00361,2024-08,3,66699,4,0,10
EU00557,CUST00361,2024-09,4,96080,15,1,11
EU00558,CUST00361,2024-10,0,0,0,0,14
EU00559,CUST00361,2024-11,3,56961,12,3,13
EU00560,CUST00361,2024-12,3,372006,9,0,11
EU00561,CUST00286,2024-01,0,0,3,0,11
EU00562,CUST00286,2024-02,2,279892,11,0,6
EU00563,CUST00286,2024-03,1,41829,9,1,11
EU00564,CUST00286,2024-04,1,116740,3,1,14
EU00565,CUST00286,2024-05,1,149206,6,0,11
EU00566,CUST00286,2024-06,2,262316,2,2,13
EU00567,CUST00286,2024-07,2,223834,4,0,1
EU00568,CUST00286,2024-08,2,24196,2,2,11
EU00569,CUST00286,2024-09,3,205869,6,1,14
EU00570,CUST00286,2024-10,3,280761,8,1,12
EU00571,CUST00286,2024-11,5,114550,15,3,17
EU00572,CUST00286,2024-12,0,0,5,0,20
EU00573,CUST00260,2024-01,0,0,1,0,9
EU00574,CUST00260,2024-02,1,99909,4,0,12
EU00575,CUST00260,2024-03,3,304677,11,2,6
EU00576,CUST00260,2024-04,3,159009,8,1,4
EU00577,CUST00260,2024-05,3,264498,9,2,6
EU00578,CUST00260,2024-06,3,72162,8,3,13
EU00579,CUST00260,2024-07,4,402812,14,1,8
EU00580,CUST00260,2024-08,3,351804,10,2,7
EU00581,CUST00260,2024-09,4,413652,13,2,10
EU00582,CUST00260,2024-10,0,0,0,0,4
EU00583,CUST00260,2024-11,1,87397,4,1,6
EU00584,CUST00260,2024-12,0,0,2,0,15
EU00585,CUST00282,2024-01,2,264136,7,2,8
EU00586,CUST00282,2024-02,2,192242,10,2,13
EU00587,CUST00282,2024-03,4,107228,14,1,11
EU00588,CUST00282,2024-04,2,93038,11,1,11
EU00589,CUST00282,2024-05,2,165978,6,2,11
EU00590,CUST00282,2024-06,0,0,1,0,11
EU00591,CUST00282,2024-07,0,0,0,0,8
EU00592,CUST00282,2024-08,2,246036,6,1,14
EU00593,CUST00282,2024-09,3,402669,10,1,6
EU00594,CUST00282,2024-10,0,0,3,0,19
EU00595,CUST00282,2024-11,4,51740,13,3,12
EU00596,CUST00282,2024-12,2,178950,6,2,10
EU00597,CUST00243,2024-01,0,0,0,0,1
EU00598,CUST00243,2024-02,1,95635,1,1,10
EU00599,CUST00243,2024-03,3,300360,9,3,9
EU00600,CUST00243,2024-04,2,172140,6,2,7
EU00601,CUST00243,2024-05,1,135104,3,0,8
EU00602,CUST00243,2024-06,4,171632,8,3,3
EU00603,CUST00243,2024-07,2,131502,12,1,17
EU00604,CUST00243,2024-08,4,585312,13,0,13
EU00605,CUST00243,2024-09,1,28437,7,1,8
EU00606,CUST00243,2024-10,1,136272,10,1,17
EU00607,CUST00243,2024-11,2,164196,7,2,18
EU00608,CUST00243,2024-12,5,442100,16,1,13
EU00609,CUST00325,2024-07,1,79439,1,1,8
EU00610,CUST00325,2024-08,2,222704,6,2,9
EU00611,CUST00325,2024-09,5,745830,11,0,8
EU00612,CUST00325,2024-10,2,54602,7,2,7
EU00613,CUST00325,2024-11,3,425058,10,1,4
EU00614,CUST00325,2024-12,5,469960,11,1,15
EU00615,CUST00300,2024-09,2,237486,8,2,13
EU00616,CUST00300,2024-10,5,586530,12,1,2
EU00617,CUST00300,2024-11,7,795606,22,0,9
EU00618,CUST00300,2024-12,5,500120,13,2,0
EU00619,CUST00128,2024-01,1,102529,3,1,18
EU00620,CUST00128,2024-02,1,133265,1,1,13
EU00621,CUST00128,2024-03,3,50745,8,1,12
EU00622,CUST00128,2024-04,2,268334,4,2,18
EU00623,CUST00128,2024-05,4,369992,12,0,15
EU00624,CUST00128,2024-06,4,570812,13,3,5
EU00625,CUST00128,2024-07,4,115964,13,3,11
EU00626,CUST00128,2024-08,3,388086,5,2,6
EU00627,CUST00128,2024-09,2,125174,6,0,17
EU00628,CUST00128,2024-10,2,196488,8,1,10
EU00629,CUST00128,2024-11,4,591904,9,0,13
EU00630,CUST00128,2024-12,2,158054,3,1,15
EU00631,CUST00147,2024-05,2,202652,7,2,4
EU00632,CUST00147,2024-06,3,386952,10,2,7
EU00633,CUST00147,2024-07,1,149724,5,1,7
EU00634,CUST00147,2024-08,3,153303,10,1,20
EU00635,CUST00147,2024-09,2,54386,8,2,5
EU00636,CUST00147,2024-10,2,131228,4,0,7
EU00637,CUST00147,2024-11,3,296196,11,2,16
EU00638,CUST00147,2024-12,2,105484,9,0,5
EU00639,CUST00262,2024-01,0,0,0,0,5
EU00640,CUST00262,2024-02,2,269844,4,2,11
EU00641,CUST00262,2024-03,3,324078,7,1,6
EU00642,CUST00262,2024-04,0,0,4,0,21
EU00643,CUST00262,2024-05,2,184694,2,2,10
EU00644,CUST00262,2024-06,2,290476,6,0,12
EU00645,CUST00262,2024-07,4,270984,13,0,13
EU00646,CUST00262,2024-08,0,0,0,0,5
EU00647,CUST00262,2024-09,4,368228,12,2,22
EU00648,CUST00262,2024-10,4,565980,10,0,12
EU00649,CUST00262,2024-11,1,81888,4,1,9
EU00650,CUST00262,2024-12,2,158096,3,1,0
EU00651,CUST00400,2024-01,4,503148,11,2,12
EU00652,CUST00400,2024-02,1,94367,1,1,16
EU00653,CUST00400,2024-03,4,176792,11,2,16
EU00654,CUST00400,2024-04,1,25435,2,0,9
EU00655,CUST00400,2024-05,0,0,1,0,4
EU00656,CUST00400,2024-06,1,73465,1,1,17
EU00657,CUST00400,2024-07,3,294498,12,1,12
EU00658,CUST00400,2024-08,3,110292,10,2,15
EU00659,CUST00400,2024-09,2,167648,7,1,16
EU00660,CUST00400,2024-10,5,286055,11,0,0
EU00661,CUST00400,2024-11,2,260796,5,2,10
EU00662,CUST00400,2024-12,2,123672,7,1,13
EU00663,CUST00027,2024-01,2,83278,11,2,3
EU00664,CUST00027,2024-02,1,121016,5,0,0
EU00665,CUST00027,2024-03,1,61869,4,0,5
EU00666,CUST00027,2024-04,2,274708,8,1,13
EU00667,CUST00027,2024-05,4,569320,12,3,11
EU00668,CUST00027,2024-06,1,136682,11,1,13
EU00669,CUST00027,2024-07,4,578544,15,2,14
EU00670,CUST00027,2024-08,0,0,1,0,8
EU00671,CUST00027,2024-09,1,55993,1,1,8
EU00672,CUST00027,2024-10,2,60186,4,2,4
EU00673,CUST00027,2024-11,4,403668,8,0,12
EU00674,CUST00027,2024-12,4,458836,12,1,4
EU00675,CUST00082,2024-01,2,218060,5,0,1
EU00676,CUST00082,2024-02,3,281265,8,2,16
EU00677,CUST00082,2024-03,1,32731,2,1,2
EU00678,CUST00082,2024-04,2,25898,8,1,12
EU00679,CUST00082,2024-05,1,54337,6,1,12
EU00680,CUST00082,2024-06,6,62928,17,2,13
EU00681,CUST00082,2024-07,2,203584,2,2,19
EU00682,CUST00082,2024-08,4,222060,13,0,5
EU00683,CUST00082,2024-09,3,92031,8,2,5
EU00684,CUST00082,2024-10,2,183574,6,2,10
EU00685,CUST00082,2024-11,3,367029,4,2,11
EU00686,CUST00082,2024-12,5,366220,14,0,14
EU00687,CUST00329,2024-01,1,131523,1,1,1
EU00688,CUST00329,2024-02,3,45525,9,1,4
EU00689,CUST00329,2024-03,1,34379,9,1,13
EU00690,CUST00329,2024-04,5,266380,17,2,12
EU00691,CUST00329,2024-05,2,290166,6,2,8
EU00692,CUST00329,2024-06,3,354012,9,2,10
EU00693,CUST00329,2024-07,0,0,5,0,5
EU00694,CUST00329,2024-08,0,0,4,0,15
EU00695,CUST00329,2024-09,2,34968,9,2,15
EU00696,CUST00329,2024-10,3,187230,10,1,4
EU00697,CUST00329,2024-11,3,370545,7,2,11
EU00698,CUST00329,2024-12,4,92020,11,0,12
EU00699,CUST00192,2024-01,3,163758,9,1,13
EU00700,CUST00192,2024-02,3,216027,5,3,4
EU00701,CUST00192,2024-03,4,175548,12,1,13
EU00702,CUST00192,2024-04,1,33327,3,1,10
EU00703,CUST00192,2024-05,3,84609,11,2,5
EU00704,CUST00192,2024-06,1,111405,2,1,19
EU00705,CUST00192,2024-07,0,0,3,0,21
EU00706,CUST00192,2024-08,1,142282,7,1,11
EU00707,CUST00192,2024-09,0,0,0,0,9
EU00708,CUST00192,2024-10,0,0,4,0,16
EU00709,CUST00192,2024-11,1,65456,3,1,12
EU00710,CUST00192,2024-12,0,0,0,0,18
EU00711,CUST00397,2024-01,1,103011,2,1,13
EU00712,CUST00397,2024-02,5,164265,16,2,6
EU00713,CUST00397,2024-03,1,87635,4,1,13
EU00714,CUST00397,2024-04,2,145420,10,2,20
EU00715,CUST00397,2024-05,1,143589,5,1,12
EU00716,CUST00397,2024-06,3,162846,9,3,5
EU00717,CUST00397,2024-07,1,92395,9,1,7
EU00718,CUST00397,2024-08,2,47120,4,2,0
EU00719,CUST00397,2024-09,1,102513,5,1,15
EU00720,CUST00397,2024-10,4,351000,9,2,10
EU00721,CUST00397,2024-11,0,0,0,0,0
EU00722,CUST00397,2024-12,4,261032,7,1,11
EU00723,CUST00033,2024-01,1,83095,7,0,10
EU00724,CUST00033,2024-02,2,28538,11,2,6
EU00725,CUST00033,2024-03,3,254502,9,0,19
EU00726,CUST00033,2024-04,1,69008,1,1,10
EU00727,CUST00033,2024-05,1,101274,5,0,12
EU00728,CUST00033,2024-06,0,0,0,0,11
EU00729,CUST00033,2024-07,4,442852,6,1,14
EU00730,CUST00033,2024-08,6,253260,16,0,14
EU00731,CUST00033,2024-09,3,179358,9,3,7
EU00732,CUST00033,2024-10,1,37978,4,1,16
EU00733,CUST00033,2024-11,1,54356,1,1,8
EU00734,CUST00033,2024-12,4,596932,15,0,15
EU00735,CUST00344,2024-01,3,417120,6,0,5
EU00736,CUST00344,2024-02,2,149342,4,0,11
EU00737,CUST00344,2024-03,3,442419,5,3,15
EU00738,CUST00344,2024-04,3,180855,5,3,7
EU00739,CUST00344,2024-05,1,54111,5,1,14
EU00740,CUST00344,2024-06,3,39714,7,1,11
EU00741,CUST00344,2024-07,2,124628,8,2,10
EU00742,CUST00344,2024-08,0,0,0,0,7
EU00743,CUST00344,2024-09,1,40563,3,1,1
EU00744,CUST00344,2024-10,1,45428,1,1,17
EU00745,CUST00344,2024-11,2,263934,2,0,13
EU00746,CUST00344,2024-12,2,223526,5,2,5
EU00747,CUST00335,2024-01,3,429981,13,1,10
EU00748,CUST00335,2024-02,0,0,3,0,17
EU00749,CUST00335,2024-03,3,90264,4,3,0
EU00750,CUST00335,2024-04,2,87144,6,0,16
EU00751,CUST00335,2024-05,2,246350,9,0,9
EU00752,CUST00335,2024-06,5,654730,11,2,4
EU00753,CUST00335,2024-07,2,117544,12,2,11
EU00754,CUST00335,2024-08,1,114500,2,0,8
EU00755,CUST00335,2024-09,0,0,4,0,9
EU00756,CUST00335,2024-10,4,473572,5,0,10
EU00757,CUST00335,2024-11,4,295004,13,2,15
EU00758,CUST00335,2024-12,0,0,0,0,3
EU00759,CUST00092,2024-01,1,105249,6,1,10
EU00760,CUST00092,2024-02,0,0,1,0,10
EU00761,CUST00092,2024-03,1,130365,1,1,11
EU00762,CUST00092,2024-04,3,281334,7,2,3
EU00763,CUST00092,2024-05,8,531520,21,0,15
EU00764,CUST00092,2024-06,3,91122,16,2,8
EU00765,CUST00092,2024-07,4,360064,5,0,10
EU00766,CUST00092,2024-08,0,0,5,0,9
EU00767,CUST00092,2024-09,1,38490,5,1,7
EU00768,CUST00092,2024-10,4,588912,11,0,10
EU00769,CUST00092,2024-11,3,118164,7,1,10
EU00770,CUST00092,2024-12,2,114174,7,2,11
EU00771,CUST00257,2024-01,4,406676,10,1,12
EU00772,CUST00257,2024-02,3,282156,14,1,11
EU00773,CUST00257,2024-03,1,83842,6,1,9
EU00774,CUST00257,2024-04,0,0,0,0,8
EU00775,CUST00257,2024-05,2,178854,7,0,13
EU00776,CUST00257,2024-06,2,197072,7,2,15
EU00777,CUST00257,2024-07,4,587048,13,1,11
EU00778,CUST00257,2024-08,4,105756,17,1,17
EU00779,CUST00257,2024-09,4,218624,5,2,15
EU00780,CUST00257,2024-10,2,282766,8,2,3
EU00781,CUST00257,2024-11,4,241344,13,3,14
EU00782,CUST00257,2024-12,0,0,6,0,12
EU00783,CUST00369,2024-06,0,0,2,0,13
EU00784,CUST00369,2024-07,2,194532,3,0,7
EU00785,CUST00369,2024-08,5,201680,5,3,3
EU00786,CUST00369,2024-09,2,193910,6,2,8
EU00787,CUST00369,2024-10,1,28383,8,1,18
EU00788,CUST00369,2024-11,3,422001,9,3,13
EU00789,CUST00369,2024-12,4,116564,8,1,9
EU00790,CUST00294,2024-01,1,54686,2,1,7
EU00791,CUST00294,2024-02,1,101233,3,0,12
EU00792,CUST00294,2024-03,0,0,0,0,10
EU00793,CUST00294,2024-04,2,272344,2,2,8
EU00794,CUST00294,2024-05,1,29881,1,1,9
EU00795,CUST00294,2024-06,3,180270,13,0,9
EU00796,CUST00294,2024-07,0,0,0,0,4
EU00797,CUST00294,2024-08,3,316791,4,2,5
EU00798,CUST00294,2024-09,6,513564,18,2,1
EU00799,CUST00294,2024-10,3,232479,14,3,16
EU00800,CUST00294,2024-11,1,43119,5,1,12
EU00801,CUST00294,2024-12,5,606015,11,1,3
EU00802,CUST00268,2024-01,3,373491,10,2,12
EU00803,CUST00268,2024-02,1,38308,5,1,8
EU00804,CUST00268,2024-03,0,0,0,0,14
EU00805,CUST00268,2024-04,0,0,0,0,19
EU00806,CUST00268,2024-05,2,239406,4,2,11
EU00807,CUST00268,2024-06,1,136275,8,0,12
EU00808,CUST00268,2024-07,4,334676,8,1,5
EU00809,CUST00268,2024-08,1,110559,4,0,16
EU00810,CUST00268,2024-09,0,0,0,0,14
EU00811,CUST00268,2024-10,6,505626,18,2,10
EU00812,CUST00268,2024-11,2,271420,5,2,9
EU00813,CUST00268,2024-12,4,206276,14,0,8
EU00814,CUST00061,2024-04,5,176720,11,1,12
EU00815,CUST00061,2024-05,1,89600,2,1,10
EU00816,CUST00061,2024-06,1,123999,1,1,14
EU00817,CUST00061,2024-07,0,0,0,0,3
EU00818,CUST00061,2024-08,4,285584,6,2,9
EU00819,CUST00061,2024-09,3,213582,6,2,8
EU00820,CUST00380,2024-01,4,595376,4,3,11
EU00821,CUST00380,2024-02,1,100065,1,1,12
EU00822,CUST00380,2024-03,1,93034,8,1,13
EU00823,CUST00380,2024-04,2,111426,8,0,17
EU00824,CUST00380,2024-05,0,0,3,0,15
EU00825,CUST00380,2024-06,2,225240,4,2,11
EU00826,CUST00380,2024-07,2,195940,5,2,0
EU00827,CUST00380,2024-08,2,178620,12,1,3
EU00828,CUST00380,2024-09,1,58297,5,1,19
EU00829,CUST00380,2024-10,0,0,3,0,8
EU00830,CUST00380,2024-11,1,33970,5,0,7
EU00831,CUST00380,2024-12,1,137721,1,1,6
EU00832,CUST00004,2024-01,0,0,0,0,11
EU00833,CUST00004,2024-02,2,43734,5,0,9
EU00834,CUST00004,2024-03,2,276168,4,1,12
EU00835,CUST00004,2024-04,4,91888,10,0,13
EU00836,CUST00004,2024-05,1,48257,2,1,0
EU00837,CUST00004,2024-06,4,77080,11,2,16
EU00838,CUST00004,2024-07,3,412923,3,3,6
EU00839,CUST00004,2024-08,4,425676,6,1,25
EU00840,CUST00004,2024-09,1,55925,1,1,11
EU00841,CUST00004,2024-10,2,115430,11,2,8
EU00842,CUST00004,2024-11,1,106369,1,1,6
EU00843,CUST00004,2024-12,2,145616,9,2,7
EU00844,CUST00142,2024-10,4,279468,13,2,5
EU00845,CUST00142,2024-11,0,0,5,0,0
EU00846,CUST00142,2024-12,1,36927,8,0,8
EU00847,CUST00276,2024-01,4,517560,7,2,12
EU00848,CUST00276,2024-02,1,132036,4,1,8
EU00849,CUST00276,2024-03,4,291600,9,0,11
EU00850,CUST00276,2024-04,4,541084,9,0,25
EU00851,CUST00276,2024-05,1,121749,1,1,4
EU00852,CUST00276,2024-06,2,296272,9,2,13
EU00853,CUST00276,2024-07,2,48324,9,2,7
EU00854,CUST00276,2024-08,0,0,0,0,9
EU00855,CUST00276,2024-09,4,392736,14,2,4
EU00856,CUST00276,2024-10,5,738585,9,3,9
EU00857,CUST00276,2024-11,1,126504,1,0,0
EU00858,CUST00276,2024-12,3,215526,14,1,5
EU00859,CUST00176,2024-01,5,195540,18,0,9
EU00860,CUST00176,2024-02,4,459832,14,1,9
EU00861,CUST00176,2024-03,1,149935,11,0,6
EU00862,CUST00176,2024-04,4,539812,8,3,7
EU00863,CUST00176,2024-05,2,60060,4,0,9
EU00864,CUST00176,2024-06,6,246600,19,1,10
EU00865,CUST00176,2024-07,1,86425,7,0,6
EU00866,CUST00176,2024-08,2,170282,6,1,11
EU00867,CUST00176,2024-09,4,298216,11,1,15
EU00868,CUST00176,2024-10,2,37150,7,2,8
EU00869,CUST00176,2024-11,3,41058,9,3,12
EU00870,CUST00176,2024-12,0,0,0,0,15
EU00871,CUST00124,2024-01,2,53884,6,0,5
EU00872,CUST00124,2024-02,4,126652,15,3,11
EU00873,CUST00124,2024-03,4,434936,8,0,9
EU00874,CUST00124,2024-04,4,342956,9,1,22
EU00875,CUST00124,2024-05,3,340470,11,0,13
EU00876,CUST00124,2024-06,3,230778,6,1,9
EU00877,CUST00124,2024-07,3,292512,10,1,16
EU00878,CUST00124,2024-08,3,87546,11,2,9
EU00879,CUST00124,2024-09,5,168920,11,2,2
EU00880,CUST00124,2024-10,1,117080,6,1,6
EU00881,CUST00124,2024-11,4,136460,12,2,8
EU00882,CUST00124,2024-12,3,54396,4,2,6
EU00883,CUST00278,2024-01,2,288566,9,1,8
EU00884,CUST00278,2024-02,0,0,8,0,15
EU00885,CUST00278,2024-03,5,379305,10,0,10
EU00886,CUST00278,2024-04,2,20888,3,0,2
EU00887,CUST00278,2024-05,4,594360,12,1,7
EU00888,CUST00278,2024-06,3,367935,7,2,13
EU00889,CUST00278,2024-07,2,235992,4,2,7
EU00890,CUST00278,2024-08,4,438656,11,2,14
EU00891,CUST00278,2024-09,2,20866,2,2,7
EU00892,CUST00278,2024-10,1,75939,8,1,5
EU00893,CUST00278,2024-11,2,281972,9,1,7
EU00894,CUST00278,2024-12,6,835224,19,3,17
EU00895,CUST00028,2024-01,0,0,0,0,13
EU00896,CUST00028,2024-02,4,496784,12,2,17
EU00897,CUST00028,2024-03,1,149502,4,1,5
EU00898,CUST00028,2024-04,2,232088,11,2,3
EU00899,CUST00028,2024-05,2,204706,5,2,11
EU00900,CUST00028,2024-06,2,253466,4,0,7
EU00901,CUST00028,2024-07,0,0,1,0,7
EU00902,CUST00028,2024-08,1,121727,8,1,9
EU00903,CUST00028,2024-09,4,417940,6,1,8
EU00904,CUST00028,2024-10,2,32820,5,2,15
EU00905,CUST00028,2024-11,0,0,0,0,5
EU00906,CUST00028,2024-12,2,155940,6,0,8
EU00907,CUST00167,2024-01,2,133498,2,2,16
EU00908,CUST00167,2024-02,3,274944,7,2,15
EU00909,CUST00167,2024-03,4,302844,17,3,17
EU00910,CUST00167,2024-04,0,0,4,0,7
EU00911,CUST00167,2024-05,1,10383,1,1,7
EU00912,CUST00167,2024-06,3,98691,6,2,10
EU00913,CUST00167,2024-07,5,371030,16,3,14
EU00914,CUST00167,2024-08,2,50448,7,1,5
EU00915,CUST00167,2024-09,0,0,0,0,11
EU00916,CUST00167,2024-10,2,245840,7,2,13
EU00917,CUST00167,2024-11,0,0,3,0,14
EU00918,CUST00167,2024-12,4,300648,10,3,10
EU00919,CUST00093,2024-01,3,296460,3,0,18
EU00920,CUST00093,2024-02,1,130442,3,1,14
EU00921,CUST00093,2024-03,4,56308,13,2,11
EU00922,CUST00093,2024-04,2,276132,6,0,9
EU00923,CUST00093,2024-05,3,392181,7,1,4
EU00924,CUST00093,2024-06,2,30174,7,1,12
EU00925,CUST00093,2024-07,3,126789,7,0,4
EU00926,CUST00093,2024-08,4,428472,12,2,9
EU00927,CUST00093,2024-09,1,107025,1,0,5
EU00928,CUST00093,2024-10,3,251886,9,2,20
EU00929,CUST00093,2024-11,0,0,4,0,13
EU00930,CUST00093,2024-12,2,83116,2,0,6
EU00931,CUST00065,2024-01,4,321608,6,3,21
EU00932,CUST00065,2024-02,2,261302,8,2,11
EU00933,CUST00065,2024-03,2,160188,2,0,23
EU00934,CUST00065,2024-04,0,0,1,0,5
EU00935,CUST00065,2024-05,2,227558,10,1,9
EU00936,CUST00065,2024-06,4,153788,11,0,11
EU00937,CUST00065,2024-07,1,145209,4,1,19
EU00938,CUST00065,2024-08,1,131727,7,1,12
EU00939,CUST00065,2024-09,4,251824,10,0,9
EU00940,CUST00065,2024-10,4,229232,9,0,6
EU00941,CUST00065,2024-11,5,599335,9,1,10
EU00942,CUST00065,2024-12,3,409863,11,2,9
EU00943,CUST00336,2024-01,0,0,3,0,16
EU00944,CUST00336,2024-02,3,446004,7,3,10
EU00945,CUST00336,2024-03,3,136236,9,0,7
EU00946,CUST00336,2024-04,1,127063,1,1,10
EU00947,CUST00336,2024-05,3,96090,5,2,11
EU00948,CUST00336,2024-06,3,415818,8,1,19
EU00949,CUST00336,2024-07,5,253030,17,3,7
EU00950,CUST00336,2024-08,2,153056,8,0,14
EU00951,CUST00336,2024-09,4,58600,10,2,8
EU00952,CUST00336,2024-10,1,13736,1,1,10
EU00953,CUST00336,2024-11,0,0,0,0,13
EU00954,CUST00336,2024-12,2,257844,9,0,5
EU00955,CUST00326,2024-01,3,363747,9,3,16
EU00956,CUST00326,2024-02,2,235150,7,1,14
EU00957,CUST00326,2024-03,1,122478,6,1,17
EU00958,CUST00326,2024-04,1,71952,2,1,17
EU00959,CUST00326,2024-05,1,116676,2,1,19
EU00960,CUST00326,2024-06,3,253242,5,1,18
EU00961,CUST00326,2024-07,1,78064,5,1,4
EU00962,CUST00326,2024-08,3,379809,10,3,9
EU00963,CUST00326,2024-09,0,0,2,0,16
EU00964,CUST00326,2024-10,4,305484,12,1,15
EU00965,CUST00326,2024-11,1,92917,3,1,14
EU00966,CUST00326,2024-12,1,77074,6,1,7
EU00967,CUST00331,2024-01,3,143373,16,2,8
EU00968,CUST00331,2024-02,0,0,0,0,17
EU00969,CUST00331,2024-03,1,131067,4,1,5
EU00970,CUST00331,2024-04,5,134725,16,2,14
EU00971,CUST00331,2024-05,3,79107,10,1,12
EU00972,CUST00331,2024-06,3,156642,10,2,17
EU00973,CUST00331,2024-07,1,123234,3,1,13
EU00974,CUST00331,2024-08,3,251685,9,0,13
EU00975,CUST00331,2024-09,1,89775,2,1,16
EU00976,CUST00331,2024-10,4,356240,7,3,14
EU00977,CUST00331,2024-11,5,161700,19,3,21
EU00978,CUST00331,2024-12,2,178386,7,2,1
EU00979,CUST00070,2024-01,2,138054,7,2,0
EU00980,CUST00070,2024-02,3,423282,10,3,17
EU00981,CUST00070,2024-03,0,0,0,0,0
EU00982,CUST00070,2024-04,0,0,0,0,11
EU00983,CUST00070,2024-05,1,128523,6,1,15
EU00984,CUST00070,2024-06,4,535196,15,0,8
EU00985,CUST00070,2024-07,2,294468,3,2,8
EU00986,CUST00070,2024-08,0,0,2,0,5
EU00987,CUST00070,2024-09,2,82288,5,1,13
EU00988,CUST00070,2024-10,2,117584,6,1,8
EU00989,CUST00070,2024-11,1,20502,6,1,12
EU00990,CUST00070,2024-12,1,21710,3,1,9
EU00991,CUST00029,2024-01,1,45687,2,0,10
EU00992,CUST00029,2024-02,3,351072,4,0,12
EU00993,CUST00029,2024-03,3,331539,7,0,18
EU00994,CUST00029,2024-04,4,262572,7,1,13
EU00995,CUST00029,2024-05,5,543255,12,3,9
EU00996,CUST00029,2024-06,1,29296,6,1,10
EU00997,CUST00029,2024-07,2,229772,7,2,16
EU00998,CUST00029,2024-08,2,172240,4,2,20
EU00999,CUST00029,2024-09,3,392196,7,1,8
EU01000,CUST00029,2024-10,0,0,0,0,7
EU01001,CUST00029,2024-11,0,0,0,0,16
EU01002,CUST00029,2024-12,2,241646,4,0,8
EU01003,CUST00185,2024-01,1,99927,4,1,8
EU01004,CUST00185,2024-02,4,416224,14,0,3
EU01005,CUST00185,2024-03,2,90450,4,0,16
EU01006,CUST00185,2024-04,2,227304,10,1,14
EU01007,CUST00185,2024-05,1,77381,2,1,5
EU01008,CUST00185,2024-06,2,30626,9,1,12
EU01009,CUST00185,2024-07,3,144675,8,1,8
EU01010,CUST00185,2024-08,2,258832,10,1,7
EU01011,CUST00185,2024-09,3,334557,13,3,3
EU01012,CUST00185,2024-10,1,39052,5,1,7
EU01013,CUST00185,2024-11,3,104925,6,1,17
EU01014,CUST00185,2024-12,2,28110,7,2,8
EU01015,CUST00354,2024-01,0,0,0,0,10
EU01016,CUST00354,2024-02,4,402716,9,0,10
EU01017,CUST00354,2024-03,1,129657,1,1,0
EU01018,CUST00354,2024-04,2,147590,5,2,23
EU01019,CUST00354,2024-05,2,155634,9,0,19
EU01020,CUST00354,2024-06,1,102255,4,1,17
EU01021,CUST00354,2024-07,1,65699,3,0,10
EU01022,CUST00354,2024-08,1,27298,3,1,7
EU01023,CUST00354,2024-09,2,197028,7,0,21
EU01024,CUST00354,2024-10,4,171248,14,1,10
EU01025,CUST00354,2024-11,5,85020,16,3,7
EU01026,CUST00354,2024-12,4,214348,10,0,9
EU01027,CUST00055,2024-01,1,100911,7,1,11
EU01028,CUST00055,2024-02,0,0,0,0,8
EU01029,CUST00055,2024-03,1,69052,7,0,16
EU01030,CUST00055,2024-04,2,292302,4,0,4
EU01031,CUST00055,2024-05,3,55005,6,3,13
EU01032,CUST00055,2024-06,1,29520,3,0,19
EU01033,CUST00055,2024-07,2,160234,8,2,14
EU01034,CUST00055,2024-08,2,227716,2,1,24
EU01035,CUST00055,2024-09,3,391146,8,0,4
EU01036,CUST00055,2024-10,4,414816,9,0,5
